guid,voucher_type,vch_no,vch_date,ledger_name,amount,dr_cr,narration,entered_at
BV00690,Purchase,690,15-Sep-2025,Maa Kathiawad Biomass LLP,707518.0,Dr,husk purchase,15-Sep-2025
BV00691,Purchase,691,20-Sep-2025,Sardar Sabar Agri Residue LLP,819000.7,Dr,husk purchase,20-Sep-2025
BV00692,Purchase,692,07-Sep-2025,Jay Sabar Agri Residue LLP,683221.2,Dr,husk purchase,07-Sep-2025
BV00693,Purchase,693,25-Sep-2025,Shree Saurashtra Biomass LLP,741546.5,Dr,husk purchase,25-Sep-2025
BV00694,Purchase,694,09-Sep-2025,Shree Saurashtra Biomass LLP,661980.0,Dr,husk purchase,09-Sep-2025
BV00695,Purchase,695,12-Sep-2025,Shree Ambaji Trading Company,656366.6,Dr,stalk purchase,12-Sep-2025
BV00696,Purchase,696,07-Sep-2025,Dwarka Desai Agri Residue LLP,579439.0,Dr,stalk purchase,07-Sep-2025
BV00697,Purchase,697,16-Sep-2025,Om Sabar Bioenergy,668868.2,Dr,stalk purchase,16-Sep-2025
BV00698,Purchase,698,06-Sep-2025,Dwarka Ambaji Trading Company,646732.8,Dr,stalk purchase,06-Sep-2025
BV00699,Purchase,699,23-Sep-2025,Dwarka Ambaji Trading Company,739018.6,Dr,stalk purchase,23-Sep-2025
BV00700,Purchase,700,26-Sep-2025,Maa Kutch Biomass LLP,2838805.2,Dr,pellets purchase,26-Sep-2025
BV00701,Purchase,701,16-Oct-2025,Om Chudasama Bioenergy,654073.8,Dr,husk purchase,16-Oct-2025
BV00702,Purchase,702,03-Oct-2025,Sardar Sabar Agri Residue LLP,724026.2,Dr,husk purchase,03-Oct-2025
BV00703,Purchase,703,27-Oct-2025,New Patel Agri Residue LLP,713928.0,Dr,husk purchase,27-Oct-2025
BV00704,Purchase,704,14-Oct-2025,Jay Bhal Agri Residue LLP,754317.2,Dr,husk purchase,14-Oct-2025
BV00705,Purchase,705,04-Oct-2025,Jay Sabar Biofuels,829818.0,Dr,husk purchase,04-Oct-2025
BV00706,Purchase,706,09-Oct-2025,Sardar Bhadar Agro Traders,709590.6,Dr,husk purchase,09-Oct-2025
BV00707,Purchase,707,08-Oct-2025,Sardar Bhadar Agro Traders,837290.0,Dr,husk purchase,08-Oct-2025
BV00708,Purchase,708,24-Oct-2025,Jay Sabar Agri Residue LLP,688535.9,Dr,husk purchase,24-Oct-2025
BV00709,Purchase,709,26-Oct-2025,Shree Saurashtra Biomass LLP,802444.0,Dr,husk purchase,26-Oct-2025
BV00710,Purchase,710,03-Oct-2025,Shree Girnar Krishi Udyog,679174.6,Dr,husk purchase,03-Oct-2025
BV00711,Purchase,711,26-Oct-2025,Jay Bhal Agri Residue LLP,701682.0,Dr,husk purchase,26-Oct-2025
BV00712,Purchase,712,17-Oct-2025,Dwarka Gohil Pellet Works,718697.0,Dr,husk purchase,17-Oct-2025
BV00713,Purchase,713,06-Oct-2025,Om Sabar Bioenergy,1006213.0,Dr,stalk purchase,06-Oct-2025
BV00714,Purchase,714,05-Oct-2025,Dwarka Desai Krishi Udyog,941454.0,Dr,stalk purchase,05-Oct-2025
BV00715,Purchase,715,14-Oct-2025,Dwarka Desai Agri Residue LLP,863227.5,Dr,stalk purchase,14-Oct-2025
BV00716,Purchase,716,22-Oct-2025,Dwarka Gohil Pellet Works,889043.2,Dr,stalk purchase,22-Oct-2025
BV00717,Purchase,717,27-Nov-2025,Sardar Bhadar Agro Traders,199916.6,Dr,as per bill,27-Nov-2025
BV00718,Purchase,718,19-Nov-2025,Sardar Bhadar Agro Traders,302820.0,Dr,as per bill,19-Nov-2025
BV00719,Purchase,719,26-Nov-2025,Jay Bhal Agri Residue LLP,96666.6,Dr,material recd,26-Nov-2025
BV00720,Purchase,720,18-Nov-2025,Om Chudasama Bioenergy,107266.6,Dr,biomass purchase,18-Nov-2025
BV00721,Purchase,721,06-Nov-2025,Dwarka Desai Agri Residue LLP,283910.0,Dr,material recd,06-Nov-2025
BV00722,Purchase,722,19-Nov-2025,Jay Sabar Biofuels,151363.5,Dr,supply against order,19-Nov-2025
BV00723,Purchase,723,11-Nov-2025,Sardar Sabar Agri Residue LLP,170808.8,Dr,supply against order,11-Nov-2025
BV00724,Purchase,724,22-Nov-2025,Jay Chudasama Agri Residue LLP,131586.0,Dr,as per bill,22-Nov-2025
BV00725,Purchase,725,25-Nov-2025,Somnath Sabar Biofuels,480159.8,Dr,husk purchase,25-Nov-2025
BV00726,Purchase,726,15-Nov-2025,Sardar Bhadar Agro Traders,545850.0,Dr,husk purchase,15-Nov-2025
BV00727,Purchase,727,05-Nov-2025,Somnath Bhadar Biomass LLP,503151.6,Dr,husk purchase,05-Nov-2025
BV00728,Purchase,728,16-Nov-2025,Maa Solanki Krishi Udyog,501225.0,Dr,husk purchase,16-Nov-2025
BV00729,Purchase,729,08-Nov-2025,Dwarka Girnar Trading Company,495217.8,Dr,husk purchase,08-Nov-2025
BV00730,Purchase,730,26-Nov-2025,Dwarka Desai Agri Residue LLP,476872.8,Dr,husk purchase,26-Nov-2025
BV00731,Purchase,731,03-Nov-2025,Maa Kathiawad Biomass LLP,412698.2,Dr,husk purchase,03-Nov-2025
BV00732,Purchase,732,12-Nov-2025,Somnath Bhadar Biomass LLP,480598.0,Dr,husk purchase,12-Nov-2025
BV00733,Purchase,733,27-Nov-2025,Dwarka Desai Krishi Udyog,881933.8,Dr,stalk purchase,27-Nov-2025
BV00734,Purchase,734,05-Nov-2025,New Gohil Biomass LLP,741847.8,Dr,stalk purchase,05-Nov-2025
BV00735,Purchase,735,05-Nov-2025,Om Sabar Bioenergy,750347.7,Dr,stalk purchase,05-Nov-2025
BV00736,Purchase,736,24-Nov-2025,Somnath Girnar Biofuels,934425.8,Dr,stalk purchase,24-Nov-2025
BV00737,Purchase,737,09-Dec-2025,New Gohil Biomass LLP,510931.2,Dr,husk purchase,09-Dec-2025
BV00738,Purchase,738,24-Dec-2025,New Patel Agri Residue LLP,525706.5,Dr,husk purchase,24-Dec-2025
BV00739,Purchase,739,05-Dec-2025,Shree Girnar Krishi Udyog,476282.2,Dr,husk purchase,05-Dec-2025
BV00740,Purchase,740,13-Dec-2025,Shree Saurashtra Biomass LLP,381428.0,Dr,husk purchase,13-Dec-2025
BV00741,Purchase,741,15-Dec-2025,New Patel Agri Residue LLP,487321.0,Dr,husk purchase,15-Dec-2025
BV00742,Purchase,742,25-Dec-2025,Sardar Sabar Agri Residue LLP,502489.6,Dr,husk purchase,25-Dec-2025
BV00743,Purchase,743,18-Dec-2025,Dwarka Girnar Trading Company,471712.2,Dr,husk purchase,18-Dec-2025
BV00744,Purchase,744,26-Dec-2025,Shree Saurashtra Biomass LLP,433680.0,Dr,husk purchase,26-Dec-2025
BV00745,Purchase,745,10-Dec-2025,Shree Girnar Krishi Udyog,474734.0,Dr,husk purchase,10-Dec-2025
BV00746,Purchase,746,05-Dec-2025,Maa Solanki Krishi Udyog,511133.7,Dr,husk purchase,05-Dec-2025
BV00747,Purchase,747,22-Dec-2025,Jay Sabar Biofuels,523801.8,Dr,husk purchase,22-Dec-2025
BV00748,Purchase,748,15-Dec-2025,Jay Sabar Biofuels,490562.9,Dr,husk purchase,15-Dec-2025
BV00749,Purchase,749,18-Dec-2025,Jay Sabar Agri Residue LLP,488110.8,Dr,husk purchase,18-Dec-2025
BV00750,Purchase,750,06-Dec-2025,Sardar Bhadar Agro Traders,448412.9,Dr,husk purchase,06-Dec-2025
BV00751,Purchase,751,05-Dec-2025,Jay Chudasama Agri Residue LLP,468996.0,Dr,husk purchase,05-Dec-2025
BV00752,Purchase,752,21-Dec-2025,Somnath Sabar Biofuels,432375.0,Dr,husk purchase,21-Dec-2025
BV00753,Purchase,753,12-Dec-2025,Shree Girnar Krishi Udyog,377791.0,Dr,husk purchase,12-Dec-2025
BV00754,Purchase,754,05-Dec-2025,Om Chudasama Bioenergy,464002.7,Dr,husk purchase,05-Dec-2025
BV00755,Purchase,755,04-Dec-2025,Dwarka Gohil Pellet Works,683958.0,Dr,stalk purchase,04-Dec-2025
BV00756,Purchase,756,20-Dec-2025,New Gohil Biomass LLP,624377.6,Dr,stalk purchase,20-Dec-2025
BV00757,Purchase,757,17-Dec-2025,Om Sabar Bioenergy,744728.0,Dr,stalk purchase,17-Dec-2025
BV00758,Purchase,758,13-Dec-2025,Shree Ambaji Trading Company,674595.0,Dr,stalk purchase,13-Dec-2025
BV00759,Purchase,759,09-Dec-2025,Dwarka Gohil Pellet Works,812546.4,Dr,stalk purchase,09-Dec-2025
BV00760,Purchase,760,05-Jan-2026,New Gohil Biomass LLP,734065.2,Dr,husk purchase,05-Jan-2026
BV00761,Purchase,761,11-Jan-2026,Maa Kathiawad Biomass LLP,710400.0,Dr,husk purchase,11-Jan-2026
BV00762,Purchase,762,23-Jan-2026,Maa Solanki Krishi Udyog,676790.4,Dr,husk purchase,23-Jan-2026
BV00763,Purchase,763,16-Jan-2026,Maa Girnar Krishi Udyog,775137.4,Dr,husk purchase,16-Jan-2026
BV00764,Purchase,764,03-Jan-2026,Om Chudasama Bioenergy,616381.2,Dr,husk purchase,03-Jan-2026
BV00765,Purchase,765,22-Jan-2026,Sardar Bhadar Agro Traders,630436.8,Dr,husk purchase,22-Jan-2026
BV00766,Purchase,766,23-Jan-2026,Dwarka Girnar Trading Company,643927.9,Dr,husk purchase,23-Jan-2026
BV00767,Purchase,767,09-Jan-2026,Shree Saurashtra Biomass LLP,667504.6,Dr,husk purchase,09-Jan-2026
BV00768,Purchase,768,06-Jan-2026,Maa Kathiawad Biomass LLP,719243.2,Dr,husk purchase,06-Jan-2026
BV00769,Purchase,769,22-Jan-2026,Maa Solanki Krishi Udyog,717557.5,Dr,husk purchase,22-Jan-2026
BV00770,Purchase,770,20-Jan-2026,Jay Chudasama Agri Residue LLP,573120.0,Dr,husk purchase,20-Jan-2026
BV00771,Purchase,771,07-Jan-2026,Jay Sabar Agri Residue LLP,668340.0,Dr,husk purchase,07-Jan-2026
BV00772,Purchase,772,15-Jan-2026,Om Sabar Bioenergy,982649.2,Dr,stalk purchase,15-Jan-2026
BV00773,Purchase,773,17-Jan-2026,Shree Ambaji Trading Company,741209.4,Dr,stalk purchase,17-Jan-2026
BV00774,Purchase,774,06-Jan-2026,Dwarka Desai Agri Residue LLP,817712.7,Dr,stalk purchase,06-Jan-2026
BV00775,Purchase,775,19-Jan-2026,Jay Sabar Biofuels,883060.0,Dr,stalk purchase,19-Jan-2026
BV00776,Purchase,776,23-Feb-2026,Jay Sabar Agri Residue LLP,277404.1,Dr,supply against order,23-Feb-2026
BV00777,Purchase,777,19-Feb-2026,Maa Solanki Krishi Udyog,147781.2,Dr,material recd,19-Feb-2026
BV00778,Purchase,778,06-Feb-2026,Sardar Bhadar Agro Traders,134375.0,Dr,as per bill,06-Feb-2026
BV00779,Purchase,779,08-Feb-2026,Maa Solanki Krishi Udyog,98499.7,Dr,material recd,08-Feb-2026
BV00780,Purchase,780,07-Feb-2026,Shree Girnar Krishi Udyog,208248.6,Dr,material recd,07-Feb-2026
BV00781,Purchase,781,22-Feb-2026,Somnath Sabar Biofuels,156618.4,Dr,biomass purchase,22-Feb-2026
BV00782,Purchase,782,06-Feb-2026,New Gohil Biomass LLP,750149.4,Dr,husk purchase,06-Feb-2026
BV00783,Purchase,783,27-Feb-2026,Om Chudasama Bioenergy,893226.0,Dr,husk purchase,27-Feb-2026
BV00784,Purchase,784,11-Feb-2026,Sardar Bhadar Agro Traders,748752.0,Dr,husk purchase,11-Feb-2026
BV00785,Purchase,785,17-Feb-2026,Maa Solanki Krishi Udyog,803547.6,Dr,husk purchase,17-Feb-2026
BV00786,Purchase,786,15-Feb-2026,Shree Saurashtra Biomass LLP,677211.8,Dr,husk purchase,15-Feb-2026
BV00787,Purchase,787,14-Feb-2026,Jay Sabar Biofuels,758029.1,Dr,stalk purchase,14-Feb-2026
BV00788,Purchase,788,15-Feb-2026,Somnath Girnar Biofuels,614614.5,Dr,stalk purchase,15-Feb-2026
BV00789,Purchase,789,24-Feb-2026,Shree Ambaji Trading Company,631445.0,Dr,stalk purchase,24-Feb-2026
BV00790,Purchase,790,04-Feb-2026,Shree Saurashtra Biomass LLP,844665.6,Dr,stalk purchase,04-Feb-2026
BV00791,Purchase,791,04-Feb-2026,Somnath Girnar Biofuels,711582.3,Dr,stalk purchase,04-Feb-2026
BV00792,Purchase,792,13-Mar-2026,Om Chudasama Bioenergy,568776.6,Dr,husk purchase,13-Mar-2026
BV00793,Purchase,793,21-Mar-2026,Jay Sabar Agri Residue LLP,576470.4,Dr,husk purchase,21-Mar-2026
BV00794,Purchase,794,15-Mar-2026,Om Chudasama Bioenergy,483752.5,Dr,husk purchase,15-Mar-2026
BV00795,Purchase,795,11-Mar-2026,Shree Saurashtra Biomass LLP,472151.2,Dr,husk purchase,11-Mar-2026
BV00796,Purchase,796,22-Mar-2026,Dwarka Gohil Pellet Works,561249.0,Dr,husk purchase,22-Mar-2026
BV00797,Purchase,797,06-Mar-2026,New Patel Agri Residue LLP,544628.2,Dr,husk purchase,06-Mar-2026
BV00798,Purchase,798,08-Mar-2026,New Gohil Biomass LLP,447881.8,Dr,husk purchase,08-Mar-2026
BV00799,Purchase,799,15-Mar-2026,New Patel Agri Residue LLP,525506.6,Dr,husk purchase,15-Mar-2026
BV00800,Purchase,800,22-Mar-2026,Dwarka Desai Agri Residue LLP,469672.2,Dr,husk purchase,22-Mar-2026
BV00801,Purchase,801,09-Mar-2026,New Gohil Biomass LLP,499031.1,Dr,husk purchase,09-Mar-2026
BV00802,Purchase,802,03-Mar-2026,Shree Girnar Krishi Udyog,568874.4,Dr,husk purchase,03-Mar-2026
BV00803,Purchase,803,06-Mar-2026,Om Chudasama Bioenergy,599769.8,Dr,husk purchase,06-Mar-2026
BV00804,Purchase,804,23-Mar-2026,Somnath Sabar Biofuels,474048.0,Dr,husk purchase,23-Mar-2026
BV00805,Purchase,805,09-Mar-2026,Somnath Sabar Biofuels,542976.3,Dr,husk purchase,09-Mar-2026
BV00806,Purchase,806,05-Mar-2026,Maa Kathiawad Biomass LLP,525065.6,Dr,husk purchase,05-Mar-2026
BV00807,Purchase,807,13-Mar-2026,Jay Bhal Agri Residue LLP,589388.5,Dr,husk purchase,13-Mar-2026
BV00808,Purchase,808,25-Mar-2026,Om Sabar Bioenergy,816319.0,Dr,stalk purchase,25-Mar-2026
BV00809,Purchase,809,08-Mar-2026,Shree Ambaji Trading Company,914803.5,Dr,stalk purchase,08-Mar-2026
BV00810,Purchase,810,11-Mar-2026,Shree Saurashtra Biomass LLP,878016.5,Dr,stalk purchase,11-Mar-2026
BV00811,Purchase,811,10-Mar-2026,Dwarka Gohil Pellet Works,971359.6,Dr,stalk purchase,10-Mar-2026
BV00812,Purchase,812,15-Apr-2026,New Gohil Biomass LLP,642586.0,Dr,husk purchase,15-Apr-2026
BV00813,Purchase,813,06-Apr-2026,Jay Bhal Agri Residue LLP,606949.0,Dr,husk purchase,06-Apr-2026
BV00814,Purchase,814,08-Apr-2026,Jay Sabar Agri Residue LLP,718402.4,Dr,husk purchase,08-Apr-2026
BV00815,Purchase,815,03-Apr-2026,Sardar Bhadar Agro Traders,559884.8,Dr,husk purchase,03-Apr-2026
BV00816,Purchase,816,02-Apr-2026,Dwarka Desai Agri Residue LLP,603053.1,Dr,husk purchase,02-Apr-2026
BV00817,Purchase,817,25-Apr-2026,Om Chudasama Bioenergy,620721.5,Dr,husk purchase,25-Apr-2026
BV00818,Purchase,818,12-Apr-2026,Jay Sabar Agri Residue LLP,697250.4,Dr,husk purchase,12-Apr-2026
BV00819,Purchase,819,27-Apr-2026,Maa Kathiawad Biomass LLP,558527.0,Dr,husk purchase,27-Apr-2026
BV00820,Purchase,820,07-Apr-2026,Jay Sabar Agri Residue LLP,574218.0,Dr,husk purchase,07-Apr-2026
BV00821,Purchase,821,11-Apr-2026,Maa Girnar Krishi Udyog,637855.0,Dr,husk purchase,11-Apr-2026
BV00822,Purchase,822,13-Apr-2026,Dwarka Desai Agri Residue LLP,580713.2,Dr,husk purchase,13-Apr-2026
BV00823,Purchase,823,23-Apr-2026,Somnath Sabar Biofuels,697544.9,Dr,husk purchase,23-Apr-2026
BV00824,Purchase,824,15-Apr-2026,Maa Solanki Krishi Udyog,620751.6,Dr,husk purchase,15-Apr-2026
BV00825,Purchase,825,03-Apr-2026,Jay Chudasama Agri Residue LLP,686343.9,Dr,husk purchase,03-Apr-2026
BV00826,Purchase,826,04-Apr-2026,Jay Chudasama Agri Residue LLP,671928.4,Dr,husk purchase,04-Apr-2026
BV00827,Purchase,827,21-Apr-2026,Om Chudasama Bioenergy,663507.0,Dr,husk purchase,21-Apr-2026
BV00828,Purchase,828,02-Apr-2026,Sardar Bhadar Agro Traders,583143.0,Dr,husk purchase,02-Apr-2026
BV00829,Purchase,829,06-Apr-2026,Dwarka Girnar Trading Company,565800.0,Dr,husk purchase,06-Apr-2026
BV00830,Purchase,830,17-Apr-2026,Jay Sabar Biofuels,637944.3,Dr,husk purchase,17-Apr-2026
BV00831,Purchase,831,23-Apr-2026,Dwarka Girnar Trading Company,728443.2,Dr,husk purchase,23-Apr-2026
BV00832,Purchase,832,14-Apr-2026,Maa Kathiawad Biomass LLP,581255.2,Dr,husk purchase,14-Apr-2026
BV00833,Purchase,833,27-Apr-2026,Dwarka Ambaji Trading Company,627535.6,Dr,stalk purchase,27-Apr-2026
BV00834,Purchase,834,25-Apr-2026,Shree Ambaji Trading Company,564556.5,Dr,stalk purchase,25-Apr-2026
BV00835,Purchase,835,26-Apr-2026,Dwarka Desai Agri Residue LLP,581983.4,Dr,stalk purchase,26-Apr-2026
BV00836,Purchase,836,14-Apr-2026,Dwarka Gohil Pellet Works,580037.6,Dr,stalk purchase,14-Apr-2026
BV00837,Purchase,837,23-Apr-2026,Om Bhal Trading Company,549289.0,Dr,stalk purchase,23-Apr-2026
BV00838,Purchase,838,11-Apr-2026,Somnath Girnar Biofuels,697596.0,Dr,stalk purchase,11-Apr-2026
BV00839,Purchase,839,17-Apr-2026,Shree Ambaji Trading Company,697931.0,Dr,stalk purchase,17-Apr-2026
BV00840,Purchase,840,19-Apr-2026,Shree Saurashtra Biomass LLP,696969.0,Dr,stalk purchase,19-Apr-2026
BV00841,Purchase,841,23-Apr-2026,Dwarka Gohil Pellet Works,533469.2,Dr,stalk purchase,23-Apr-2026
BV00842,Purchase,842,03-May-2026,Shree Girnar Krishi Udyog,905641.0,Dr,husk purchase,03-May-2026
BV00843,Purchase,843,24-May-2026,Jay Sabar Agri Residue LLP,1067444.0,Dr,husk purchase,24-May-2026
BV00844,Purchase,844,12-May-2026,New Gohil Biomass LLP,981896.2,Dr,husk purchase,12-May-2026
BV00845,Purchase,845,04-May-2026,Dwarka Girnar Trading Company,900556.8,Dr,husk purchase,04-May-2026
BV00846,Purchase,846,24-May-2026,Shree Girnar Krishi Udyog,952036.8,Dr,husk purchase,24-May-2026
BV00847,Purchase,847,18-May-2026,New Gohil Biomass LLP,1170660.0,Dr,husk purchase,18-May-2026
BV00848,Purchase,848,24-May-2026,Jay Sabar Agri Residue LLP,1058233.2,Dr,husk purchase,24-May-2026
BV00849,Purchase,849,08-May-2026,Dwarka Desai Agri Residue LLP,882154.1,Dr,husk purchase,08-May-2026
BV00850,Purchase,850,10-May-2026,New Patel Agri Residue LLP,1017910.0,Dr,husk purchase,10-May-2026
BV00851,Purchase,851,15-May-2026,Maa Girnar Krishi Udyog,1070644.2,Dr,husk purchase,15-May-2026
BV00852,Purchase,852,12-May-2026,Dwarka Girnar Trading Company,1244812.3,Dr,husk purchase,12-May-2026
BV00853,Purchase,853,09-May-2026,Shree Girnar Krishi Udyog,1114382.8,Dr,husk purchase,09-May-2026
BV00854,Purchase,854,18-May-2026,New Gohil Biomass LLP,829672.6,Dr,husk purchase,18-May-2026
BV00855,Purchase,855,04-May-2026,Dwarka Gohil Pellet Works,760442.1,Dr,stalk purchase,04-May-2026
BV00856,Purchase,856,14-May-2026,New Gohil Biomass LLP,781014.0,Dr,stalk purchase,14-May-2026
BV00857,Purchase,857,08-May-2026,Om Bhal Trading Company,723112.8,Dr,stalk purchase,08-May-2026
BV00858,Purchase,858,24-May-2026,Dwarka Ambaji Trading Company,787998.4,Dr,stalk purchase,24-May-2026
BV00859,Purchase,859,15-May-2026,New Gohil Biomass LLP,846517.0,Dr,stalk purchase,15-May-2026
BV00860,Purchase,860,16-May-2026,Dwarka Desai Krishi Udyog,782982.4,Dr,stalk purchase,16-May-2026
BV00861,Purchase,861,08-May-2026,Dwarka Desai Agri Residue LLP,867670.7,Dr,stalk purchase,08-May-2026
BV00862,Purchase,862,22-Jun-2026,Jay Sabar Biofuels,202979.2,Dr,material recd,22-Jun-2026
BV00863,Purchase,863,22-Jun-2026,New Gohil Biomass LLP,216335.0,Dr,biomass purchase,22-Jun-2026
BV00864,Purchase,864,04-Jun-2026,Dwarka Gohil Pellet Works,317255.4,Dr,as per bill,04-Jun-2026
BV00865,Purchase,865,24-Jun-2026,New Gohil Biomass LLP,226779.7,Dr,material recd,24-Jun-2026
BV00866,Purchase,866,08-Jun-2026,Shree Saurashtra Biomass LLP,114524.8,Dr,supply against order,08-Jun-2026
BV00867,Purchase,867,27-Jun-2026,Jay Sabar Biofuels,89718.0,Dr,as per bill,27-Jun-2026
BV00868,Purchase,868,05-Jun-2026,New Gohil Biomass LLP,101441.6,Dr,biomass purchase,05-Jun-2026
BV00869,Purchase,869,27-Jun-2026,Shree Saurashtra Biomass LLP,211872.8,Dr,as per bill,27-Jun-2026
BV00870,Purchase,870,15-Jun-2026,Dwarka Gohil Pellet Works,153729.0,Dr,material recd,15-Jun-2026
BV00871,Purchase,871,19-Jun-2026,Dwarka Girnar Trading Company,128432.5,Dr,supply against order,19-Jun-2026
BV00872,Purchase,872,21-Jun-2026,New Gohil Biomass LLP,157525.2,Dr,as per bill,21-Jun-2026
BV00873,Purchase,873,17-Jun-2026,Dwarka Desai Agri Residue LLP,174083.6,Dr,supply against order,17-Jun-2026
BV00874,Purchase,874,11-Jun-2026,Om Chudasama Bioenergy,173965.8,Dr,biomass purchase,11-Jun-2026
BV00875,Purchase,875,12-Jun-2026,Jay Sabar Agri Residue LLP,162247.8,Dr,biomass purchase,12-Jun-2026
BV00876,Purchase,876,12-Jun-2026,Shree Saurashtra Biomass LLP,487231.2,Dr,husk purchase,12-Jun-2026
BV00877,Purchase,877,26-Jun-2026,Jay Chudasama Agri Residue LLP,537315.0,Dr,husk purchase,26-Jun-2026
BV00878,Purchase,878,27-Jun-2026,Shree Saurashtra Biomass LLP,514680.2,Dr,husk purchase,27-Jun-2026
BV00879,Purchase,879,08-Jun-2026,Dwarka Girnar Trading Company,529798.5,Dr,husk purchase,08-Jun-2026
BV00880,Purchase,880,15-Jun-2026,Shree Saurashtra Biomass LLP,564024.0,Dr,husk purchase,15-Jun-2026
BV00881,Purchase,881,19-Jun-2026,Maa Kathiawad Biomass LLP,432165.6,Dr,husk purchase,19-Jun-2026
BV00882,Purchase,882,12-Jun-2026,Sardar Sabar Agri Residue LLP,457906.5,Dr,husk purchase,12-Jun-2026
BV00883,Purchase,883,24-Jun-2026,Shree Saurashtra Biomass LLP,461437.5,Dr,husk purchase,24-Jun-2026
BV00884,Purchase,884,08-Jun-2026,Om Chudasama Bioenergy,590763.6,Dr,husk purchase,08-Jun-2026
BV00885,Purchase,885,13-Jun-2026,Jay Chudasama Agri Residue LLP,505292.5,Dr,husk purchase,13-Jun-2026
BV00886,Purchase,886,24-Jun-2026,Sardar Sabar Agri Residue LLP,542010.0,Dr,husk purchase,24-Jun-2026
BV00887,Purchase,887,04-Jun-2026,Shree Girnar Krishi Udyog,490985.1,Dr,husk purchase,04-Jun-2026
BV00888,Purchase,888,14-Jun-2026,New Gohil Biomass LLP,709244.4,Dr,stalk purchase,14-Jun-2026
BV00889,Purchase,889,07-Jun-2026,Dwarka Gohil Pellet Works,698244.3,Dr,stalk purchase,07-Jun-2026
BV00890,Purchase,890,07-Jun-2026,New Gohil Biomass LLP,652818.4,Dr,stalk purchase,07-Jun-2026
BV00891,Purchase,891,25-Jun-2026,Om Sabar Bioenergy,697701.4,Dr,stalk purchase,25-Jun-2026
BV00892,Purchase,892,11-Jun-2026,Dwarka Desai Krishi Udyog,762074.4,Dr,stalk purchase,11-Jun-2026
BV00893,Purchase,893,07-Jun-2026,Shree Ambaji Trading Company,709963.2,Dr,stalk purchase,07-Jun-2026
BV00894,Purchase,894,14-Jun-2026,Om Bhal Trading Company,680330.4,Dr,stalk purchase,14-Jun-2026
BV00895,Purchase,895,10-Jun-2026,Shree Saurashtra Biomass LLP,783082.0,Dr,stalk purchase,10-Jun-2026
BV00896,Purchase,896,02-Jul-2026,New Gohil Biomass LLP,601004.2,Dr,husk purchase,02-Jul-2026
BV00897,Purchase,897,27-Jul-2026,Maa Solanki Krishi Udyog,673269.8,Dr,husk purchase,27-Jul-2026
BV00898,Purchase,898,09-Jul-2026,Shree Saurashtra Biomass LLP,584358.0,Dr,husk purchase,09-Jul-2026
BV00899,Purchase,899,06-Jul-2026,Dwarka Desai Agri Residue LLP,587564.2,Dr,husk purchase,06-Jul-2026
BV00900,Purchase,900,14-Jul-2026,Somnath Bhadar Biomass LLP,569184.0,Dr,husk purchase,14-Jul-2026
BV00901,Purchase,901,05-Jul-2026,Jay Sabar Agri Residue LLP,565812.0,Dr,husk purchase,05-Jul-2026
BV00902,Purchase,902,08-Jul-2026,Jay Sabar Agri Residue LLP,567227.0,Dr,husk purchase,08-Jul-2026
BV00903,Purchase,903,09-Jul-2026,Sardar Sabar Agri Residue LLP,630106.4,Dr,husk purchase,09-Jul-2026
BV00904,Purchase,904,14-Jul-2026,Somnath Sabar Biofuels,571630.6,Dr,husk purchase,14-Jul-2026
BV00905,Purchase,905,06-Jul-2026,Maa Solanki Krishi Udyog,603060.0,Dr,husk purchase,06-Jul-2026
BV00906,Purchase,906,19-Jul-2026,Jay Bhal Agri Residue LLP,682371.2,Dr,husk purchase,19-Jul-2026
BV00907,Purchase,907,05-Jul-2026,Maa Solanki Krishi Udyog,657344.8,Dr,husk purchase,05-Jul-2026
BV00908,Purchase,908,03-Jul-2026,Sardar Bhadar Agro Traders,628537.2,Dr,husk purchase,03-Jul-2026
BV00909,Purchase,909,06-Jul-2026,Dwarka Girnar Trading Company,722057.4,Dr,husk purchase,06-Jul-2026
BV00910,Purchase,910,25-Jul-2026,Dwarka Gohil Pellet Works,617063.7,Dr,husk purchase,25-Jul-2026
BV00911,Purchase,911,17-Jul-2026,Maa Girnar Krishi Udyog,696904.8,Dr,husk purchase,17-Jul-2026
BV00912,Purchase,912,16-Jul-2026,Maa Solanki Krishi Udyog,534574.6,Dr,husk purchase,16-Jul-2026
BV00913,Purchase,913,03-Jul-2026,Jay Bhal Agri Residue LLP,694993.2,Dr,husk purchase,03-Jul-2026
BV00914,Purchase,914,04-Jul-2026,Maa Solanki Krishi Udyog,631812.0,Dr,husk purchase,04-Jul-2026
BV00915,Purchase,915,02-Jul-2026,New Patel Agri Residue LLP,522382.5,Dr,husk purchase,02-Jul-2026
BV00916,Purchase,916,24-Jul-2026,Om Bhal Trading Company,751292.8,Dr,stalk purchase,24-Jul-2026
BV00917,Purchase,917,16-Jul-2026,Shree Ambaji Trading Company,768081.0,Dr,stalk purchase,16-Jul-2026
BV00918,Purchase,918,10-Jul-2026,Shree Saurashtra Biomass LLP,767652.0,Dr,stalk purchase,10-Jul-2026
BV00919,Purchase,919,20-Jul-2026,Dwarka Desai Krishi Udyog,659770.2,Dr,stalk purchase,20-Jul-2026
BV00920,Purchase,920,25-Jul-2026,New Gohil Biomass LLP,814273.6,Dr,stalk purchase,25-Jul-2026
